YEAR,DOY,Hour,"Scalar B, nT","Vector b Magnitude, nT","BX, nT","BY, nT","BZ, nT",SW Proton Density N/cm3,Flow Pressure,E electric field,Dst-index nT
2019,348,15,6.4,6.4,6,-1.6,1.6,4.4,1.07,-0.66,3
2019,348,16,6.7,6.7,5.2,-3.8,1.5,5.4,1.43,-0.69,3
2019,348,17,5.8,5.7,4.2,-3.7,0.9,7.2,1.85,-0.38,1
2019,348,18,6.5,6.3,4.6,-4.1,1,7.6,1.95,-0.35,2
2019,348,19,6,6,5.3,-2.5,1.2,8.5,2.2,-0.43,3
2019,348,20,6,6,4.9,-3.3,1.1,9.2,2.38,-0.31,5
2019,348,21,6.8,6.5,4,-5,1.3,8.2,2.07,-0.27,3
2019,348,22,7.9,7.5,3.3,-6.7,1.4,5.7,1.48,-0.23,-1
2019,348,23,7.5,7,1.2,-6.9,-1,6.8,1.88,0.71,0
2019,349,0,7.2,6.9,3.4,-5.9,1,6.9,1.86,-0.12,-2
2019,349,1,7.6,6.8,2.8,-6.2,-0.4,4.7,1.19,0.34,-1
2019,349,2,6.7,5.1,3,-3.7,-2,6.2,1.56,0.84,0
2019,349,3,6,6,1,-5.8,-0.9,9.9,2.54,0.35,2
2019,349,4,6.6,6.5,1.5,-6.3,-0.3,7,1.74,0,-1
2019,349,5,6.9,6.8,1.8,-6.5,0.7,4.1,1.01,-0.49,-4
2019,349,6,6.6,6.3,2.7,-5.6,1,5.7,1.39,-0.68,-2
2019,349,7,6.5,6.2,3.8,-4.8,0.7,5.2,1.29,-0.56,-1
2019,349,8,6.5,6.4,4.1,-4.9,-0.3,4.4,1.07,-0.26,-1
2019,349,9,6.3,6,5.4,-2.2,1.4,4.8,1.11,-0.68,-2
2019,349,10,6.6,6.4,4.8,-2.6,3.3,4.5,1.05,-1.39,-3
2019,349,11,6.5,5.8,3.4,-4.5,1.3,4.5,1.1,-0.86,-3
2019,349,12,6.4,6.2,4.6,-3.3,2.5,4,0.94,-1.13,-1
2019,349,13,6.7,6.5,4.8,-2.4,3.7,4.2,0.99,-1.51,-2
2019,349,14,5.4,4.1,3.2,-0.7,2.5,4.3,1.15,-1.03,0
2019,349,15,5,4.3,3.5,-2.1,1.3,3,0.9,-0.58,1
2019,349,16,4.9,4.6,3.4,-2.8,-1.2,3.2,0.84,0.39,0
2019,349,17,4.1,2.8,1.8,-2,-0.8,4,1.29,0.32,-2
2019,349,18,3.4,2.6,2.3,-0.5,-1.1,4,1.08,0.43,-5
2019,349,19,3.5,2.7,2.2,-1.4,-0.8,3.7,0.95,0.35,-6
2019,349,20,3.6,2.8,1.6,-2.3,-0.1,4,1.11,0.12,-7
2019,349,21,4,3.7,-0.1,-3.5,1.2,4.5,1.26,-0.32,-8
2019,349,22,4.1,3.8,0.5,1.8,-3.3,4.4,1.35,1.17,-8
2019,349,23,3.6,3.3,1.3,2.3,-1.9,4.5,1.41,0.63,-11
2019,350,0,2.7,2,1,-1.4,1.1,4,1.33,-0.37,-10
2019,350,1,3,2.8,0,-1.6,2.3,3.8,1.1,-0.86,-7
2019,350,2,3.4,3.2,-0.4,-2.7,1.6,3.6,1.05,-0.58,-3
2019,350,3,3.4,3.1,-0.1,-2.1,2.3,3.4,1.14,-0.94,-2
2019,350,4,2.9,2.5,1.5,-0.1,2,3.8,1.23,-0.8,0
2019,350,5,3.1,2.8,2.7,-0.8,0.2,3.1,0.95,-0.12,-1
2019,350,6,2.5,2.2,1.6,-1.3,-0.5,3.6,1.14,0.12,-4
2019,350,7,3.9,3.9,3.6,0.4,1.3,2.2,0.6,-0.44,-6
2019,350,8,4.2,4.1,4.1,0,0.6,2,0.53,-0.22,-7
2019,350,9,4.2,4.1,4,-1,-0.1,2.4,0.6,-0.04,-8
2019,350,10,4,3.9,3.5,-1.4,-1.1,2.8,0.74,0.29,-10
2019,350,11,3.3,2.9,2.1,-0.1,-2.1,3,0.82,0.74,-9
2019,350,12,3.3,3,2.2,-0.6,-1.9,3.4,0.9,0.62,-9
2019,350,13,3.4,3.3,2.9,-1.6,-0.1,3.1,0.76,-0.07,-11
2019,350,14,3.2,2.8,1,-2,-1.7,3.3,0.74,0.51,-10
2019,350,15,3.5,3.5,2.8,-2,-0.6,2.7,0.56,0.14,-10
2019,350,16,3.6,3.5,2.4,-2.5,-0.2,3.1,0.75,0.03,-11
2019,350,17,3.6,3.5,0.8,-3.2,-1.3,3.2,0.84,0.47,-8
2019,350,18,3.7,3.6,0.1,-3.5,-1.1,3.3,0.74,0.43,-7
2019,350,19,4.2,3.7,1.7,-3.1,-1.1,2.9,0.71,0.46,-7
2019,350,20,4.9,4.7,3.7,-2.6,1.1,3.1,0.68,-0.28,-8
2019,350,21,4.5,4.3,3.6,0.7,2.3,3.1,0.65,-0.82,-6
2019,350,22,3.9,3.7,2.3,-1.3,2.6,2.4,0.54,-0.82,-7
2019,350,23,3.8,3.8,2.8,-0.4,2.5,2.9,0.67,-0.81,-7
2019,351,0,4.2,4.2,3.4,0,2.4,3.2,0.74,-0.81,-8
2019,351,1,3.8,3.2,2.2,-2.4,0.1,3,0.65,0.04,-7
2019,351,2,3.8,3.7,2.6,-2.6,-0.3,4.6,1.21,0.18,-5
2019,351,3,2.7,2.6,2.1,-1.5,0.1,6.8,1.59,-0.04,-6
2019,351,4,2,1.7,1.6,0.4,0.2,8.2,1.92,-0.07,-6
2019,351,5,2.9,2.9,2.6,-1.3,0,7.7,1.74,-0.04,-5
2019,351,6,2.3,2.2,2,-0.8,-0.4,9,2.05,0.11,-5
2019,351,7,2.1,1.9,1.8,-0.4,-0.6,9.1,2.08,0.18,-2
2019,351,8,1.8,1.5,1.5,0,0.3,9.2,2.11,-0.11,-1
2019,351,9,1.8,1.5,1.4,0.4,0.4,9.2,2.14,-0.11,-2
2019,351,10,2.4,2.2,2,-0.2,-1,7.9,1.66,0.32,-3
2019,351,11,2.2,2.1,1.9,-0.9,-0.1,7.6,1.55,-0.03,-4
2019,351,12,2.1,1.6,1.2,-1.1,0,8.6,1.79,-0.07,-4
2019,351,13,2.3,2.3,0.5,-2.2,-0.3,9.2,1.95,-0.04,-4
2019,351,14,3,2.8,2.5,-1.2,0.3,8.7,1.85,-0.18,-5
2019,351,15,3.1,3.1,2.9,-0.5,0.6,8.7,1.84,-0.21,-5
2019,351,16,3.9,3.9,3.8,-0.4,1,6.5,1.31,-0.34,-4
2019,351,17,3.6,3.5,3.3,-0.2,1.3,7.4,1.47,-0.44,-2
2019,351,18,3.4,3.4,3,-0.1,1.6,7.7,1.53,-0.55,2
2019,351,19,2.9,2.4,-1.3,-1.8,-1,8.4,1.74,0.38,5
2019,351,20,3.3,2.7,1.7,-1.4,1.6,7.8,1.54,-0.47,2
2019,351,21,3.5,3.4,1.8,-2.1,2,8.2,1.58,-0.57,2
2019,351,22,3.4,3.3,1.5,-1,2.7,9.3,1.81,-0.84,2
2019,351,23,2.9,2.1,0.7,-1.4,1.3,10.6,2.1,-0.37,4
2019,352,0,4.4,3.8,2.2,-2.6,1.6,11.9,2.42,-0.41,5
2019,352,1,3.8,2.5,1.2,-0.8,-2,18.3,3.8,0.73,9
2019,352,2,4.4,3.1,-2.1,2.2,-0.7,28.4,6.61,0.18,18
2019,352,3,8.3,7,-4.3,5.3,1.7,14.4,3.98,-0.74,15
2019,352,4,7.1,5.7,-4.5,3.5,-0.5,13.3,3.9,0.24,11
2019,352,5,5.6,2.5,0.2,-1.4,-2.1,13.4,4.13,0.82,13
2019,352,6,7.3,7,-5.2,4.6,1.2,10.9,3.62,-0.3,14
2019,352,7,8,7.5,-3.1,5.9,3.5,11.6,3.88,-1.11,12
2019,352,8,8.3,7,-3.5,4.3,4.2,11.3,4.04,-1.45,14
2019,352,9,6.8,4.2,-1.8,3.8,0.6,12.5,4.73,0.09,15
2019,352,10,9.1,7.8,-2.8,7.2,-1.2,10.7,4.2,1.25,10
2019,352,11,9.5,7.8,-3.3,6.4,-2.9,7.6,3.65,2.04,-3
2019,352,12,8,7.1,-2.4,6.4,-1.7,7,3.56,1.42,-6
2019,352,13,6.2,2.5,-1.7,1.8,-0.1,6.6,3.42,0.21,-13
2019,352,14,6.9,5.7,-1.7,4.7,2.8,5.2,2.71,-1.16,-13
2019,352,15,7,5.7,-2,3.6,-4,4.5,2.39,2.28,-11
2019,352,16,6.8,6.4,-4.2,-0.6,-4.8,5.4,2.73,2.52,-17
2019,352,17,7,6.4,-5,3.8,-0.7,4.3,2.05,0.35,-24
2019,352,18,7.5,6.7,-5.3,4.1,0.3,4.5,2.21,-0.26,-28
2019,352,19,7.6,7.1,-5.1,4.5,2.2,4.4,2.23,-1.35,-25
2019,352,20,5.8,5.1,-3.3,1.4,3.6,4.1,2.09,-1.95,-24
2019,352,21,4.3,2.7,-0.1,0.7,2.6,4.6,2.49,-1.46,-19
2019,352,22,4.2,3.3,-0.3,3,1.5,4.4,2.27,-1.01,-18
2019,352,23,5.5,4.6,1.2,4.3,1.1,6,2.85,-0.88,-14
2019,353,0,5.9,5.1,2.3,4.5,-0.6,7.6,3.6,0,-12
2019,353,1,5.3,4.8,1.6,4.4,-0.9,9,4.16,0.2,-13
2019,353,2,6,5.7,2.1,5.2,0.5,8.2,3.85,-0.46,-16
2019,353,3,5.4,3.6,0.5,3.5,-0.2,5.7,2.84,0.05,-16
2019,353,4,5.9,2.9,-0.3,2.6,-1,5.3,2.68,0.52,-21
2019,353,5,5,2.9,-2.5,0.1,1.4,6.1,3.14,-0.72,-14
2019,353,6,4.8,3.5,-2.5,0.7,-2.3,5.8,2.85,1.2,-21
2019,353,7,5.2,3.8,0.9,2.6,-2.7,5.8,2.96,1.54,-23
2019,353,8,5.1,2.7,1.7,0.4,-2,4.9,2.46,1.02,-22
2019,353,9,4.3,3.5,1.2,3,-1.2,5.1,2.53,0.93,-21
2019,353,10,3.8,3.4,-2.1,1.2,-2.4,4.1,1.98,1.33,-25
2019,353,11,3.7,3.5,0.6,3.4,0.7,3.5,1.78,0,-24
2019,353,12,3.6,3.1,1.1,3,0,3.4,1.71,0.26,-25
2019,353,13,3.3,2.9,0.9,2.7,-0.3,3.3,1.67,0.37,-26
2019,353,14,3.5,2.8,0.3,2.7,-0.5,3.2,1.57,0.42,-23
2019,353,15,3.5,2.6,-0.2,2.6,0.3,3.4,1.63,-0.05,-21
2019,353,16,3.8,3.3,1,3.2,0,3.4,1.61,0.05,-20
2019,353,17,3.5,3.2,0.4,3.1,0.5,3.7,1.72,-0.25,-18
2019,353,18,3.7,3.4,0.4,3.1,-1.2,3.5,1.62,0.51,-16
2019,353,19,3.4,2.8,0,2.7,-0.7,3.7,1.67,0.2,-18
2019,353,20,3.3,3,-2.8,0.3,0.8,3.8,1.62,-0.39,-19
2019,353,21,3.6,3.2,-3.2,0,-0.3,3.7,1.54,0.14,-16
2019,353,22,3.1,2.7,-2,1.7,-0.4,4.2,1.76,0.05,-15
2019,353,23,3.2,2.6,-2.3,1,0.9,4.5,1.88,-0.48,-15
2019,354,0,2.9,1.5,-1,0.5,1,4.7,1.96,-0.53,-15
2019,354,1,3.1,0.7,-0.2,0.6,0.3,4.2,1.75,-0.19,-12
2019,354,2,3.2,2.8,2,2.1,0,4.2,1.81,-0.1,-11
2019,354,3,3.2,2.7,2,1.8,-0.5,4.2,1.78,0.19,-11
2019,354,4,3.2,2.8,2.2,1.8,0.3,4.2,1.77,-0.15,-11
2019,354,5,2.8,2.3,1,2,-0.4,4.4,1.77,0.24,-13
2019,354,6,3,2.6,1.6,2,-0.3,4.3,1.71,0.24,-14
2019,354,7,3.2,3.1,2.5,1.7,-0.1,4.2,1.64,0.14,-14
2019,354,8,3.3,3.2,2.3,2.2,0.4,4.3,1.67,0,-12
2019,354,9,3.3,3.2,2.6,1.8,0.6,4.2,1.63,-0.14,-13
2019,354,10,3.3,3,2.1,2,0.7,3.9,1.49,-0.14,-15
2019,354,11,3.3,2.8,1,2.7,-0.2,4.1,1.5,0.32,-15
2019,354,12,3.5,2.8,-1.2,2,-1.6,3.8,1.29,0.83,-16
2019,354,13,3.7,3.5,-3.1,1.6,-0.8,3.2,1.03,0.43,-21
2019,354,14,3.7,3.6,-3.4,0.4,-1.2,3.2,1.01,0.51,-21
2019,354,15,3.3,3.1,-3,0.8,-0.5,3.5,1.16,0.26,-20
2019,354,16,3.4,2.9,-1.8,2.1,-0.8,3.8,1.26,0.39,-15
2019,354,17,3.1,2.8,-2.7,0.3,-0.6,4.1,1.35,0.26,-14
2019,354,18,3.3,2.9,-2.8,0.6,-0.6,4.2,1.38,0.26,-14
2019,354,19,3.4,3.2,-2.2,2.2,0.6,4.7,1.53,-0.34,-12
2019,354,20,3.6,3.5,-0.1,3.5,-0.5,5,1.69,0,-12
2019,354,21,3.6,3.3,0.3,3.2,-0.6,4.9,1.64,0.04,-11
2019,354,22,2.8,2.1,-0.3,1.8,-1.1,5.6,1.84,0.35,-10
2019,354,23,3.5,3.2,1.5,2.7,-0.6,5.4,1.84,0.04,-11
2019,355,0,3.6,2.3,-1.6,-0.6,-1.6,5.2,1.63,0.72,-14
2019,355,1,3.8,2.5,-2.2,-0.4,-1,4.8,1.47,0.42,-16
2019,355,2,3.7,3.1,-2.4,1.8,0.6,4.7,1.42,-0.33,-13
2019,355,3,3.8,3,-2.3,-1.6,0.8,4.3,1.28,-0.29,-11
2019,355,4,3.7,3.4,-2.8,-1.2,1.5,5.2,1.56,-0.62,-8
2019,355,5,3.8,3.6,-2.5,2.4,0.8,6.5,1.91,-0.29,-5
2019,355,6,4.1,3.7,-0.6,3.1,-2,6.2,1.83,0.95,-8
2019,355,7,3.7,3.5,1.1,1.3,-3,5.7,1.68,1.27,-10
2019,355,8,3.6,3,1.7,1.8,-1.8,5.6,1.63,0.86,-10
2019,355,9,3.5,2.8,-0.8,2.7,-0.3,6.3,1.76,0.32,-11
2019,355,10,4,2.5,-2.1,1,0.9,5.9,1.61,-0.28,-12
2019,355,11,4,2,0.9,1.6,-0.9,5.6,1.59,0.48,-14
2019,355,12,4.6,2.5,-1.8,-1.2,1.3,5,1.29,-0.58,-16
2019,355,13,4.4,4.3,-3.9,-1.7,0.5,3.2,0.77,-0.26,-16
2019,355,14,4.3,4.2,-4.1,-1,0.1,4.1,0.99,-0.07,-15
2019,355,15,4,3.8,-3.3,-1.7,-0.8,4.5,1.08,0.26,-15
2019,355,16,3.6,3.5,-3.4,-0.5,-0.8,3.5,0.8,0.29,-15
2019,355,17,3.7,3.6,-3.4,0.1,-1.3,3.7,0.83,0.47,-13
2019,355,18,3.4,3.1,-2.8,1.4,-0.5,4.2,0.94,0.14,-12
2019,355,19,3.5,3.5,-3.1,1.5,-0.4,3.2,0.69,0.07,-13
2019,355,20,3.5,3.5,-3.2,1.4,-0.5,3.1,0.73,0.1,-15
2019,355,21,3.7,3.6,-3.2,1.6,-0.3,3.5,0.75,0,-13
2019,355,22,3.9,3.6,-3.2,1.5,-0.5,4.3,0.9,0.07,-12
2019,355,23,4.3,3.6,-1.9,3.1,-0.5,5.3,1.2,-0.04,-11
2019,356,0,4.7,4.6,-4.4,-0.4,-1,4.4,0.9,0.37,-13
2019,356,1,4.6,4.4,-4.1,1.3,1.1,4.7,0.95,-0.44,-13
2019,356,2,4.4,4.3,-4.2,0.6,0.4,4.7,0.97,-0.17,-14
2019,356,3,4.2,3.3,-2.5,2.1,0.9,5.1,1.06,-0.34,-12
2019,356,4,4.3,4.1,0,3.8,-1.4,5.1,1.09,0.46,-11
2019,356,5,4.8,4.7,1.1,4.1,-2,5.4,1.17,0.75,-12
2019,356,6,5,4.9,0.8,4.7,-1.2,5.5,1.17,0.56,-11
2019,356,7,4.6,4.3,0.4,4.2,1,4.6,0.97,-0.17,-8
2019,356,8,4.3,4.3,-1.4,3.9,-0.7,4.1,0.8,0.44,-5
2019,356,9,4.4,4,1,3.9,-0.5,5.6,1.18,0.42,-7
2019,356,10,4.2,3.8,-1.2,3.6,-0.2,4.7,0.93,0.27,-9
2019,356,11,5.1,4.7,-2.6,3.7,-1.3,3.9,0.73,0.63,-11
2019,356,12,5.2,5.2,-5,1.4,0,4.1,0.75,0.06,-14
2019,356,13,5,4.9,-4.9,-0.1,0.4,2.6,0.47,-0.12,-14
2019,356,14,4.9,4.8,-4.3,-1.8,0.9,3.8,0.71,-0.35,-14
2019,356,15,5,5,-3.8,-3.1,0.9,5.1,0.94,-0.36,-12
2019,356,16,4.5,2.2,-1.6,0.3,1.4,5.8,1.14,-0.47,-12
2019,356,17,4.2,3.8,-1.3,3.4,0.8,5.4,1.05,-0.3,-12
2019,356,18,4.5,3.1,-1.5,1.5,-2.2,5.7,1.1,0.7,-10
2019,356,19,4.4,4.2,2.5,3.3,-0.7,7,1.48,0.11,-11
2019,356,20,4.8,4.6,2.5,3.1,-2.3,6.3,1.31,0.63,-14
2019,356,21,5.2,3.9,-1.1,3.8,0.3,4.6,0.89,-0.3,-16
2019,356,22,6,6,-4.9,3.2,1.3,2.4,0.53,-0.67,-16
2019,356,23,6,5.7,-3.9,3.9,1.3,2.5,0.56,-0.71,-16
2019,357,0,5.1,5,-1.9,4.6,0.3,2.6,0.57,-0.38,-15
2019,357,1,5.7,5.6,-3,4.7,0.8,2.5,0.57,-0.53,-13
2019,357,2,5.6,5.5,-2.4,5,0,2.2,0.51,-0.21,-12
2019,357,3,5.7,5.5,-1.3,5.2,-1,2.9,0.66,0.22,-12
2019,357,4,5.6,5.4,0.6,5.1,-1.6,3.9,0.94,0.56,-11
2019,357,5,5.1,4.9,1.7,4.3,-1.5,5,1.19,0.6,-11
2019,357,6,5.2,5.1,-0.7,4.9,-1.2,5.2,1.11,0.56,-11
2019,357,7,5.1,5,-2.6,4.3,0,5.6,1.1,0.17,-13
2019,357,8,5.6,5.3,-3.9,3,2,4.5,0.86,-0.5,-13
2019,357,9,4.9,4.5,-4.2,0.4,1.6,5.9,1.34,-0.54,-9
2019,357,10,4.9,3.7,-2.7,1.7,-1.9,8.2,1.95,0.81,-8
2019,357,11,4.8,4.5,-0.1,-0.2,-4.5,8.3,1.89,1.59,-10
2019,357,12,4.7,4.5,1.2,0.1,-4.3,6.5,1.42,1.52,-12
2019,357,13,3.6,2.8,0.8,-1.5,-2.2,6.5,1.43,0.71,-13
2019,357,14,3.8,3.7,2.3,-0.5,-2.9,5.3,1.17,0.99,-14
2019,357,15,3.3,2.6,1.8,1.4,-1.1,5.1,1.08,0.42,-13
2019,357,16,3.2,3,2.1,2,-0.3,4.6,0.97,0.1,-12
2019,357,17,2.4,1.1,-0.6,0.5,-0.8,4.6,0.93,0.27,-10
2019,357,18,2.8,2,-0.5,1.9,-0.4,4.8,0.97,0.07,-8
2019,357,19,2.7,2.3,-1.4,1.8,-0.1,4.4,0.9,-0.03,-11
2019,357,20,2.4,2.3,-2.2,0.5,0.4,4.5,0.91,-0.17,-12
2019,357,21,2.2,1.9,-1.6,-0.1,-1.1,4.5,0.92,0.38,-11
2019,357,22,2.2,2.1,-0.8,-0.1,-2,4.2,0.88,0.7,-11
2019,357,23,1.6,1,0.2,0.6,-0.7,4.5,0.95,0.21,-12
2019,358,0,2.7,2,1.6,0.9,-0.8,4.5,0.94,0.21,-11
2019,358,1,2.4,0.8,-0.1,0.4,-0.7,5.4,1.02,0.2,-8
2019,358,2,3.1,2.7,1.1,2,-1.4,5.8,1.11,0.37,-8
2019,358,3,3.3,2.5,-1.5,1.6,1.3,5.5,0.95,-0.44,-6
2019,358,4,4.3,3.5,-1.4,3,1.3,6.3,1.11,-0.45,-5
2019,358,5,4.3,4,-0.2,3.5,2,7.9,1.38,-0.61,-4
2019,358,6,4.6,4,1.6,3.5,0.8,7.2,1.27,-0.19,-3
2019,358,7,4.5,4.3,2.7,3.1,-1.3,7.7,1.39,0.52,-4
2019,358,8,4.3,3.5,0.6,3.3,-0.9,6.9,1.2,0.41,-5
2019,358,9,5.4,4.3,-2.8,2.6,1.8,4.2,0.74,-0.44,-7
2019,358,10,5.4,5.1,-3.7,1.6,3.1,4,0.7,-0.88,-7
2019,358,11,4.4,3.6,0.2,3.6,-0.4,5.8,1.18,0.34,-3
2019,358,12,3.7,2.4,-1.4,1.7,0.9,5.8,1.11,-0.23,-5
2019,358,13,3.3,2.2,0.3,2.2,-0.1,6.2,1.27,0.1,-2
2019,358,14,3.1,2.6,-1.2,2.3,0.2,5.6,1.06,0,-3
2019,358,15,3,2.6,-2,1.7,0.3,5.4,0.95,-0.06,-5
2019,358,16,3.4,3.3,-2.5,2.1,-0.6,4.8,0.81,0.19,-7
2019,358,17,3.8,3.7,-3.1,2.1,-0.1,4.4,0.74,0,-6
2019,358,18,4.1,4,-3.1,2.5,0.3,4.5,0.76,-0.16,-6
2019,358,19,4.3,4.1,-3.3,2.5,-0.3,4.6,0.76,0,-6
2019,358,20,4.6,4.6,-3.1,3.3,0.8,5.4,0.87,-0.4,-7
2019,358,21,4.6,4.6,-2.7,3.6,0.4,5.8,0.94,-0.34,-6
2019,358,22,4.8,4.8,-2.4,4,1,6.2,1.01,-0.56,-6
2019,358,23,4.7,4.6,-1.6,4.2,1,7,1.14,-0.56,-4
2019,359,0,4.7,4.6,-0.5,4.5,0.9,7.1,1.16,-0.53,-4
2019,359,1,4.6,4.5,0.6,4.5,0,6.5,1.04,-0.21,-5
2019,359,2,4.4,3,-0.9,2.8,0.2,5.8,0.94,-0.18,-5
2019,359,3,3.7,3.7,-2.5,2.6,0.5,5.9,0.98,-0.22,-3
2019,359,4,3.3,3.1,-1.9,2.4,0.3,6.8,1.13,-0.12,0
2019,359,5,3.7,3.5,1.1,3.3,-0.1,6.8,1.23,0.03,1
2019,359,6,4.3,4.2,0.5,4,1,6.8,1.26,-0.26,-2
2019,359,7,5,4.5,-4,0.7,2.1,6.2,1.21,-0.67,-3
2019,359,8,4.3,3.7,-0.4,3.6,0.7,8.5,1.64,-0.07,-3
2019,359,9,5.4,4.2,2.2,1.7,-3.1,8,1.62,1.12,-4
2019,359,10,2.9,0.9,-0.9,-0.1,-0.2,10.8,2.11,0.07,1
2019,359,11,1.6,1.3,1.1,-0.2,-0.7,11.7,2.36,0.24,0
2019,359,12,1.3,0.5,0.5,-0.2,0,10.9,2.16,0,-1
2019,359,13,2.2,1.4,-0.6,1.2,0.1,9,1.71,0,-2
2019,359,14,3.8,3.5,-1.3,3.1,-0.9,7,1.33,0.37,-3
2019,359,15,3.3,3.2,-1.3,2.7,-1,8.9,1.68,0.37,-2
2019,359,16,3.5,3.2,-1.9,2.6,0.5,12.2,2.28,-0.17,1
2019,359,17,3.5,3.3,-1.8,2.7,0.2,17.4,3.25,-0.13,6
2019,359,18,5.6,2.2,0.6,-2.1,0.3,17.6,3.5,-0.03,6
2019,359,19,7,7,2.1,-6.2,2.5,12.5,2.47,-0.55,-1
2019,359,20,7.8,7.6,0.7,-6.6,3.8,9,1.74,-0.88,-4
2019,359,21,7,6.6,-1.1,-2.6,5.9,12,2.3,-1.78,3
2019,359,22,2.9,2.2,-0.2,0.9,2,27.2,5.56,-0.72,13
2019,359,23,6.1,5.3,-0.7,-2.2,4.8,23.3,4.79,-1.45,15
2019,360,0,3.3,2.2,0.7,-1.9,0.8,23.1,4.83,-0.14,11
2019,360,1,7.5,7.1,4.3,-4.5,3.4,12,2.44,-0.89,2
2019,360,2,8.3,8.2,2.6,-6.3,4.6,11.1,2.35,-1.29,1
2019,360,3,8.1,7.7,-0.5,-5.9,5,12.4,2.74,-1.58,1
2019,360,4,8,7.2,3.1,-5.7,3.1,11.1,2.36,-0.98,5
2019,360,5,7.9,7.6,2.7,-6.8,1.9,10.4,2.31,-0.68,6
2019,360,6,8.1,7.9,4.3,-6.2,2.4,8.5,1.91,-0.97,6
2019,360,7,7.2,6.7,0.9,-5.8,-3.4,7.8,1.91,1.06,3
2019,360,8,5.5,5.2,1.6,-4.7,-1.6,7.6,1.97,0.38,-3
2019,360,9,4.2,3.8,1,-3.3,-1.5,7.8,2.03,0.38,-4
2019,360,10,3.4,2,1.7,-0.4,-1,8,2.11,0.35,-5
2019,360,11,3.3,2.4,1.1,1.3,-1.7,7.8,2.09,0.74,-5
2019,360,12,3.2,1.9,1.2,-1,-1,7.7,2.08,0.35,-4
2019,360,13,3.4,3.2,3.2,-0.6,0.3,7.6,1.98,-0.15,-4
2019,360,14,3.7,3.2,2.3,-2.3,-0.2,6.6,1.72,0.04,-2
2019,360,15,3.7,0.8,0.2,-0.1,-0.7,5.7,1.69,0.28,-1
2019,360,16,4.4,4.2,-3,1.9,-2.1,5.7,1.67,0.86,2
2019,360,17,3.4,3,-2.7,-0.3,-1.4,6.1,1.7,0.56,-1
2019,360,18,3.3,2.8,-0.6,-2.7,0.4,6.1,1.61,-0.04,-4
2019,360,19,3.8,3.3,-0.3,-3.1,0.9,5.7,1.44,-0.15,-6
2019,360,20,3.6,3.3,0,-3.2,0.6,5.2,1.3,0,-5
2019,360,21,3.7,3.4,-0.1,-3.3,0.9,6,1.52,-0.08,-3
2019,360,22,3.4,3.1,-0.4,-2.6,1.5,6.9,1.73,-0.34,-2
2019,360,23,4.4,4,-1,-3.3,2,7.6,1.87,-0.45,0
2019,361,0,4.4,4.1,-1.8,-3.6,-1,7.3,1.8,0.64,-3
2019,361,1,3.4,3.2,-1.6,-2.6,1,7.9,1.93,-0.19,-3
2019,361,2,3.6,3,-0.9,-2.5,-1.4,7.2,1.74,0.67,-3
2019,361,3,3.5,2.5,-1,-2.2,0.9,7.1,1.71,-0.26,-1
2019,361,4,3.5,3.4,-1.7,-2.8,-0.8,7.2,1.72,0.37,0
2019,361,5,4.3,3.8,-1.9,-3.2,-0.8,6.5,1.59,0.3,0
2019,361,6,4.2,3.3,-1,-3,-0.9,6.3,1.54,0.3,-3
2019,361,7,5,4.6,-1.4,-3.2,-3.1,5.7,1.4,1.05,-8
2019,361,8,4.9,4.7,-0.9,-4.5,-0.9,5.9,1.43,0.15,-7
2019,361,9,3.8,3.5,2.3,-2.2,1.5,6.5,1.53,-0.66,-4
2019,361,10,4,2.7,-1.3,-2.3,0,6.1,1.47,-0.11,-3
2019,361,11,3.6,2.6,-1.3,-2.3,0.3,6.1,1.48,-0.22,-3
2019,361,12,3.8,2.9,-1.4,-2.4,-0.9,6.3,1.52,0.22,-3
2019,361,13,4.2,3.8,1.5,-3.2,1.4,5.2,1.21,-0.62,-2
2019,361,14,4,3.7,2.6,-1.2,2.4,4.7,1.08,-0.9,1
2019,361,15,3.9,3.2,1.5,-2.8,0.5,4.9,1.15,-0.18,2
2019,361,16,3.9,3.7,-1.4,-3.3,0.6,4.9,1.18,-0.19,1
2019,361,17,3.9,3.8,-1.7,-3.3,-0.3,4.9,1.17,0.19,1
2019,361,18,3.6,3.5,-2.3,-2.6,0.7,5.2,1.25,-0.15,1
2019,361,19,3.3,2.7,-1.4,-2.4,0,5.3,1.26,0.15,1
2019,361,20,3.8,3.7,-1.7,-2.8,1.6,4.8,1.13,-0.41,0
2019,361,21,3.9,3.8,-3.2,-1.1,1.8,5.1,1.22,-0.56,0
2019,361,22,3.7,3.6,-3,-2,0.3,5.1,1.18,0.04,-1
2019,361,23,3.5,3.3,-2.6,-2.1,0.3,5.2,1.19,0.07,-1
2019,362,0,3.6,3.5,-2.2,-2.7,0.1,5.7,1.29,0.18,-2
2019,362,1,3.6,2.6,1.6,-1.1,1.7,5.8,1.25,-0.53,-3
2019,362,2,3.6,2.2,-0.6,-2,0.3,5.9,1.27,0,-1
2019,362,3,3,2.6,-1.8,-1.4,-1.2,6.4,1.4,0.5,-1
2019,362,4,2.9,2.1,1.8,-1,0.6,7.2,1.55,-0.18,-1
2019,362,5,2.6,2.3,0.9,-2.1,-0.6,7.1,1.49,0.21,-3
2019,362,6,3.5,3.4,0.4,-3.4,-0.4,6.2,1.3,0.1,-4
